emp_no,first_name,last_name,dept_name,to_date
437120,Valeri,Tagansky,Production,9999-01-01
437123,Prodip,Shimshoni,Development,9999-01-01
437129,Shuho,Suessmith,Production,9999-01-01
437131,Duke,Veccia,Research,9999-01-01
437148,Elvis,Sambasivam,Development,9999-01-01
437159,Munehiko,Ritzmann,Development,9999-01-01
437166,Gennady,Ariola,Development,9999-01-01
437178,Radhika,Suwa,Production,9999-01-01
437181,Hiroyasu,Stellhorn,Development,9999-01-01
437182,Shigeaki,Vecchio,Finance,1992-10-20
437182,Shigeaki,Vecchio,Human Resources,9999-01-01
437191,Shmuel,Luca,Human Resources,9999-01-01
437195,Uno,Hettesheimer,Development,9999-01-01
437205,Godehard,Panangaden,Development,9999-01-01
437209,Nishit,Pero,Sales,9999-01-01
437223,Syozo,Lorin,Human Resources,9999-01-01
437230,Theirry,Erie,Research,9999-01-01
437233,Beshir,Stroustrup,Quality Management,9999-01-01
437234,Gil,Sgarro,Sales,1994-01-01
437234,Gil,Sgarro,Customer Service,9999-01-01
437236,Remmert,Asrin,Sales,9999-01-01
437241,Angus,Moffat,Sales,9999-01-01
437250,Zengping,Ratzlaff,Marketing,9999-01-01
437262,DAIDA,Pramanik,Production,9999-01-01
437266,Mack,Biran,Development,9999-01-01
437267,Seongbae,Dengi,Production,9999-01-01
437271,Nikolaus,Beutelspacher,Development,9999-01-01
437280,Khatoun,Khalil,Development,9999-01-01
437289,Eirik,Makinen,Production,9999-01-01
437295,Shao,Solovay,Sales,9999-01-01
437298,Van,Msuda,Research,9999-01-01
437324,Luisa,Seghrouchni,Sales,9999-01-01
437337,Marko,Klassen,Research,9999-01-01
437348,Deborah,Emden,Development,1992-06-29
437348,Deborah,Emden,Research,9999-01-01
437389,Miomir,Ranft,Production,9999-01-01
437390,Taiji,Oxman,Human Resources,9999-01-01
437394,Krister,Bouloucos,Quality Management,9999-01-01
437396,Filipe,Pocchiola,Human Resources,9999-01-01
437405,Takahira,Nitta,Production,9999-01-01
437409,Emdad,Emmerich,Production,9999-01-01
437412,Shahab,Shinomoto,Sales,9999-01-01
437413,Yurii,Gaughan,Human Resources,9999-01-01
437419,Navid,Ishibashi,Production,9999-01-01
437421,Rayond,Edelhoff,Development,9999-01-01
437422,Naftaly,Plavsic,Development,9999-01-01
437426,Lillian,Lenart,Marketing,9999-01-01
437426,Lillian,Lenart,Human Resources,1993-03-24
437442,Muzhong,Delaune,Marketing,9999-01-01
437442,Muzhong,Delaune,Sales,1999-08-03
437446,Huai,Ratnaker,Sales,9999-01-01
437453,Gladys,Sabnani,Sales,9999-01-01
437455,Nikolaos,Marwedel,Development,9999-01-01
437470,Rasiah,Bouloucos,Development,9999-01-01
437471,Zijian,Plesums,Marketing,1988-11-30
437471,Zijian,Plesums,Sales,9999-01-01
437483,Adin,Callaway,Customer Service,9999-01-01
437494,Atilio,Usdin,Marketing,9999-01-01
437502,Naftali,Schreiter,Development,9999-01-01
437507,Hiroyasu,Stasinski,Development,9999-01-01
437522,Denny,Stroustrup,Customer Service,9999-01-01
437523,Nahum,Vakili,Development,9999-01-01
437539,Owen,Fioravanti,Development,1989-03-15
437539,Owen,Fioravanti,Research,9999-01-01
437553,Zeljko,Baranowski,Research,9999-01-01
437566,Chuanyi,Landherr,Development,9999-01-01
437596,Lakshmi,Assaf,Production,9999-01-01
437603,Poornachandra,Lemarechal,Customer Service,9999-01-01
437608,Marko,Montemayor,Development,9999-01-01
437614,Minghong,Hoogerwoord,Production,9999-01-01
437632,Zvonko,Gyorkos,Quality Management,9999-01-01
437635,Maya,Garnick,Development,9999-01-01
437639,Barun,Imataki,Sales,9999-01-01
437675,Suzette,Takanami,Production,9999-01-01
437675,Suzette,Takanami,Development,2001-06-01
437678,Val,Pocchiola,Development,9999-01-01
437679,Boutros,Linares,Development,9999-01-01
437689,Taizo,Pargas,Development,9999-01-01
437691,Make,Sichman,Production,9999-01-01
437706,Shen,Swick,Quality Management,9999-01-01
437712,Domenick,Angelopoulos,Marketing,9999-01-01
437768,Martial,Weedman,Quality Management,9999-01-01
437794,Etsuo,Bage,Production,9999-01-01
437808,Nirmal,Yemenis,Marketing,9999-01-01
437811,Moti,Zeleznik,Production,9999-01-01
437818,Fayez,Figueira,Research,9999-01-01
437824,Georg,Peral,Development,9999-01-01
437830,Bezalel,Plotkin,Sales,9999-01-01
437838,Shooichi,Swiler,Research,9999-01-01
437844,Marlo,Pero,Finance,9999-01-01
437850,Ronnie,Vural,Development,9999-01-01
437852,Mingsen,Maliniak,Production,1996-08-27
437852,Mingsen,Maliniak,Quality Management,9999-01-01
437865,Pascal,Noriega,Research,9999-01-01
437882,Salvador,Osgood,Development,9999-01-01
437883,Pantung,Kalafatis,Development,9999-01-01
437889,Dannz,Rosay,Sales,9999-01-01
437890,Tianruo,Bazzichi,Production,9999-01-01
437892,Sushant,Lampe,Development,9999-01-01
437895,Kristen,Kavanagh,Production,9999-01-01
437915,Katsuo,Kroon,Production,9999-01-01
437915,Katsuo,Kroon,Development,1997-06-11
437950,Irena,Salinas,Development,9999-01-01
437954,Mong,Sinitsyn,Sales,9999-01-01
437955,Kristin,Matteis,Development,9999-01-01
437981,Chanjung,Muhling,Human Resources,9999-01-01
437985,Reuven,Munke,Sales,9999-01-01
438010,Barna,Marsiglia,Production,9999-01-01
438010,Barna,Marsiglia,Development,1989-08-04
438040,Kauko,Pelz,Research,9999-01-01
438050,Foong,Waterhouse,Production,9999-01-01
438052,Beshir,Legleitner,Development,9999-01-01
438054,Sariel,Stentiford,Finance,9999-01-01
438055,Jamaludin,Thorelli,Marketing,9999-01-01
438084,Bangqing,Kemmerer,Development,9999-01-01
438096,Szabolcs,Szilard,Quality Management,9999-01-01
438105,Shen,Montemayor,Production,9999-01-01
438109,Masato,Kadhim,Research,9999-01-01
438126,Duke,Krichel,Development,9999-01-01
438137,Manu,Lupu,Human Resources,9999-01-01
438150,Sanjeeva,Schlenzig,Finance,9999-01-01
438153,Fan,Akazan,Production,9999-01-01
438155,Arunachalam,Murtafg,Customer Service,9999-01-01
438160,Rayond,Pagter,Sales,2000-08-14
438160,Rayond,Pagter,Customer Service,9999-01-01
438162,Mabry,Erdmenger,Sales,9999-01-01
438171,Oguz,Engberts,Customer Service,9999-01-01
438178,Stamatina,Denti,Human Resources,9999-01-01
438192,Keiichiro,Showalter,Human Resources,9999-01-01
438193,Martial,Chandrasekhar,Production,9999-01-01
438207,Elvis,Adachi,Marketing,9999-01-01
438209,Lene,Feinberg,Finance,9999-01-01
438212,Fatemeh,Luce,Production,9999-01-01
438214,Lokesh,Tokunaga,Development,9999-01-01
438240,Yurii,Luce,Finance,9999-01-01
438258,Arlette,Aumann,Quality Management,9999-01-01
438262,Giao,Pauthner,Development,1986-05-17
438262,Giao,Pauthner,Research,9999-01-01
438266,Marjo,Gecsei,Human Resources,9999-01-01
438267,Malu,Sichman,Finance,9999-01-01
438268,Hyuckchul,Mansanne,Research,9999-01-01
438269,Percy,Castellani,Development,9999-01-01
438288,Kshitij,Riesenhuber,Production,9999-01-01
438289,Kiyokazu,Collavizza,Sales,9999-01-01
438296,Sajjad,Gist,Marketing,9999-01-01
438298,Elrique,Asrin,Development,9999-01-01
438304,Jeane,Gilg,Customer Service,9999-01-01
438312,Menkae,Trachtenberg,Development,9999-01-01
438318,Saeed,Munawer,Customer Service,9999-01-01
438330,Dinkar,Naumovich,Production,9999-01-01
438340,Remco,Asser,Production,9999-01-01
438366,Yechezkel,Gubsky,Development,9999-01-01
438385,Kazuhisa,Zhiwei,Research,9999-01-01
438390,Shridhar,Leppanen,Production,9999-01-01
438393,Nahid,Pero,Quality Management,9999-01-01
438397,Masanao,Schaap,Human Resources,9999-01-01
438404,Fumitake,Auria,Customer Service,9999-01-01
438408,Sadegh,Genther,Marketing,9999-01-01
438421,Danae,Pollacia,Sales,9999-01-01
438422,Sedat,Baby,Development,9999-01-01
438429,Jiang,Zockler,Development,9999-01-01
438440,Kankanahalli,Hanratty,Production,9999-01-01
438441,Kiyokazu,Mahmud,Development,9999-01-01
438454,Duro,Caine,Development,9999-01-01
438455,Sachar,Speel,Quality Management,9999-01-01
438463,Alois,Hambrick,Finance,9999-01-01
438472,Kamakshi,Felder,Production,9999-01-01
438483,Steve,Pettis,Human Resources,9999-01-01
438517,Matt,Uhrig,Production,9999-01-01
438519,Kyoichi,Fortenbacher,Production,9999-01-01
438521,Khalil,Manderick,Production,9999-01-01
438525,Theirry,Plessier,Human Resources,9999-01-01
438528,Bernt,Lowrie,Development,9999-01-01
438536,Jaideep,Snyers,Production,9999-01-01
438538,Sarita,Valtorta,Production,9999-01-01
438541,Shichao,Waeselynck,Customer Service,9999-01-01
438544,Faiza,Lukaszewicz,Production,9999-01-01
438551,Randy,Vingron,Sales,9999-01-01
438552,Perry,Kavvadias,Marketing,9999-01-01
438570,Chikako,Androutsos,Production,9999-01-01
438578,Xiaobin,Ruther,Development,9999-01-01
438583,Tiina,Hambrick,Quality Management,9999-01-01
438584,Sangeeta,Pero,Sales,9999-01-01
438610,Soenke,Dulin,Sales,9999-01-01
438616,Ramya,Ciolek,Research,9999-01-01
438619,Chiranjit,Sichman,Sales,9999-01-01
438626,Shaunak,Roohalamini,Sales,9999-01-01
438644,Lene,Selenyi,Finance,1990-12-06
438644,Lene,Selenyi,Human Resources,9999-01-01
438657,Baziley,Bernatsky,Development,9999-01-01
438662,Pramod,Busillo,Finance,9999-01-01
438662,Pramod,Busillo,Human Resources,1989-12-20
438672,Phuoc,Murillo,Development,9999-01-01
438676,Conal,Mikschl,Sales,9999-01-01
438704,Danai,Godskesen,Production,9999-01-01
438716,Marin,Schmiedel,Sales,9999-01-01
438718,Shin,Deville,Sales,9999-01-01
438726,Ewing,Serov,Finance,2001-03-17
438726,Ewing,Serov,Sales,9999-01-01
438737,Heping,Syrotiuk,Development,9999-01-01
438781,Kiyokazu,Thambidurai,Quality Management,9999-01-01
438787,Tomofumi,Wrigley,Development,9999-01-01
438792,Rasiah,Kawashimo,Development,9999-01-01
438799,Peer,Dengi,Finance,2001-11-22
438799,Peer,Dengi,Human Resources,9999-01-01
438805,Eirik,Lalonde,Development,9999-01-01
438808,Marsja,Serna,Development,9999-01-01
438835,Constantijn,Penz,Production,9999-01-01
438840,Moto,Honiden,Development,9999-01-01
438843,Luerbio,Lowrie,Production,9999-01-01
438848,Vishv,Marchesini,Development,9999-01-01
438862,Angus,Vrecion,Production,9999-01-01
438871,Lein,Pettit,Production,9999-01-01
438872,Miquel,Boudaillier,Production,9999-01-01
438876,Manton,Anguita,Development,9999-01-01
438883,Renee,Kisuki,Production,9999-01-01
438907,Manibrata,Ecklund,Development,9999-01-01
438909,Kish,Smailagic,Development,9999-01-01
438915,Marsha,Szilard,Finance,9999-01-01
438930,Luerbio,Murtagh,Development,9999-01-01
438931,Shigenori,Vandervoorde,Development,9999-01-01
438934,Mads,Thisen,Human Resources,9999-01-01
438936,Ekawit,Busillo,Human Resources,9999-01-01
438940,Mayumi,Shackell,Sales,9999-01-01
438944,Florian,Anick,Sales,9999-01-01
438947,Vasilis,Stranks,Research,9999-01-01
438999,Juichirou,Daescu,Finance,9999-01-01
439018,Gay,Scharstein,Marketing,1989-05-10
439018,Gay,Scharstein,Sales,9999-01-01
439027,Munir,Riexinger,Sales,9999-01-01
439036,Harngdar,Papsdorf,Development,9999-01-01
439059,Kwangho,Lovengreen,Research,9999-01-01
439062,Dhritiman,Streng,Finance,9999-01-01
439071,Kokou,Woycyznski,Customer Service,9999-01-01
439072,Snehasis,Kavanagh,Sales,9999-01-01
439097,Jouko,Birsak,Marketing,9999-01-01
439106,Guiseppe,Nivat,Sales,9999-01-01
439108,Huiqun,Kawashima,Development,9999-01-01
439115,Pohua,Backhouse,Development,9999-01-01
439125,Nahid,Luff,Customer Service,9999-01-01
439147,Ebbe,Chiola,Development,9999-01-01
439156,Kenroku,Bala,Production,1999-06-21
439156,Kenroku,Bala,Quality Management,9999-01-01
439168,Fatemeh,Penn,Sales,9999-01-01
439175,Tomoyuki,Sifakis,Marketing,1992-01-30
439175,Tomoyuki,Sifakis,Customer Service,9999-01-01
439179,Yurii,Lanteri,Sales,9999-01-01
439185,Rosalyn,Yurek,Sales,9999-01-01
439195,Goncalo,Selenyi,Production,9999-01-01
439197,Gritta,Henders,Research,9999-01-01
439204,Bluma,Ruther,Production,9999-01-01
439207,Martins,Stranks,Customer Service,9999-01-01
439216,Aimee,Mateescu,Development,9999-01-01
439246,Alper,Colorni,Production,9999-01-01
439252,Fabrizio,Karnin,Production,9999-01-01
439257,Khedija,Pluym,Sales,9999-01-01
439259,Surveyors,Cummings,Production,9999-01-01
439272,Aris,Nitta,Production,9999-01-01
439276,Mayuko,Chappelet,Development,9999-01-01
439283,Ziya,Zolotykh,Human Resources,9999-01-01
439289,Kazuyasu,Morris,Quality Management,9999-01-01
439292,Aruna,Hempstead,Research,9999-01-01
439296,Navin,Shimshoni,Production,9999-01-01
439309,Gila,Ligten,Production,9999-01-01
439310,Xiaoqiu,Marsiglia,Production,1995-03-10
439310,Xiaoqiu,Marsiglia,Quality Management,9999-01-01
439322,Jaihie,Waeselynck,Sales,9999-01-01
439328,Arie,Matzel,Production,1991-11-29
439328,Arie,Matzel,Quality Management,9999-01-01
439337,Alair,DiGiano,Sales,1998-11-22
439337,Alair,DiGiano,Customer Service,9999-01-01
439349,Yucai,Vingron,Customer Service,9999-01-01
439350,Kerhong,Koblitz,Development,9999-01-01
439357,Srinidhi,Mukaidono,Development,9999-01-01
439359,Avishai,Sundgren,Customer Service,9999-01-01
439364,Gill,Luiz,Production,9999-01-01
439364,Gill,Luiz,Development,1992-04-01
439371,Satoru,Pehl,Development,9999-01-01
439395,Chuanyi,Genther,Human Resources,9999-01-01
439404,Piyawadee,Picci,Production,9999-01-01
439412,Baruch,Peyn,Marketing,9999-01-01
439416,Naftaly,Matzen,Development,2001-08-09
439416,Naftaly,Matzen,Research,9999-01-01
439420,Xuedong,Dalton,Marketing,9999-01-01
439440,Uma,Wossner,Development,9999-01-01
439455,Xumin,Cronau,Quality Management,9999-01-01
439468,Hailing,Pauthner,Production,9999-01-01
439486,Armond,Heijenga,Production,9999-01-01
439495,Maris,Pettis,Development,9999-01-01
439501,Oscar,Falco,Marketing,1992-12-24
439501,Oscar,Falco,Sales,9999-01-01
439506,Tetsurou,Wursthorn,Customer Service,9999-01-01
439511,Suzette,Cummings,Production,9999-01-01
439518,Kenroku,Homond,Development,9999-01-01
439520,Along,Kambil,Production,1999-08-08
439520,Along,Kambil,Customer Service,9999-01-01
439533,Kerryn,Bage,Sales,9999-01-01
439541,Dines,Garnick,Development,9999-01-01
439544,Heping,Thiran,Human Resources,9999-01-01
439560,Peternela,Legleitner,Customer Service,9999-01-01
439567,Weiyi,Ernst,Production,1997-02-10
439567,Weiyi,Ernst,Quality Management,9999-01-01
439572,Christoph,Bakhtari,Human Resources,9999-01-01
439579,Stein,Hatcliff,Human Resources,9999-01-01
439595,Anestis,Itzfeldt,Development,9999-01-01
439604,Bernd,Nations,Sales,9999-01-01
439630,Ymte,Busillo,Sales,9999-01-01
439668,Goncalo,Chinin,Production,9999-01-01
439675,Yuuichi,Atchley,Sales,2000-04-14
439675,Yuuichi,Atchley,Customer Service,9999-01-01
439686,Maia,Zeleznik,Development,9999-01-01
439687,Alejandra,Schlumberger,Development,9999-01-01
439694,Eric,Aingworth,Human Resources,9999-01-01
439704,Youssef,Jording,Production,9999-01-01
439716,Zsolt,Chleq,Development,9999-01-01
439719,Uri,Schreiter,Development,9999-01-01
439721,Douadi,Rassart,Development,9999-01-01
439743,Janalee,Ernst,Production,9999-01-01
439750,Gilbert,Masaki,Production,9999-01-01
439757,Gunilla,Czap,Production,9999-01-01
439765,Ger,Templeman,Human Resources,9999-01-01
439789,Almudena,Liedekerke,Development,9999-01-01
439792,Chenyi,Molenaar,Customer Service,9999-01-01
439794,Eric,Koblick,Production,9999-01-01
439795,Sashi,Sullins,Production,9999-01-01
439823,Remko,Erdi,Development,9999-01-01
439830,Shem,Ramamoorthy,Development,9999-01-01
439832,Ebbe,Pleszkun,Research,9999-01-01
439835,Yucai,Papadias,Development,1994-07-12
439835,Yucai,Papadias,Research,9999-01-01
439837,Saniya,Matzel,Research,9999-01-01
439864,Izaskun,Spelt,Development,9999-01-01
439877,Wojceich,Emiris,Human Resources,9999-01-01
439885,Hongzhu,Schaaf,Production,9999-01-01
439885,Hongzhu,Schaaf,Quality Management,1989-08-26
439887,Fuqing,Dusink,Sales,9999-01-01
439889,Constantijn,Benaini,Development,9999-01-01
439896,Yahiko,Baaleh,Sales,9999-01-01
439927,Fumiyo,Manders,Production,9999-01-01
439948,Toshimitsu,Hatcliff,Marketing,9999-01-01
439948,Toshimitsu,Hatcliff,Sales,1996-03-08
439969,Ohad,Gini,Sales,9999-01-01
439998,Huei,Tzvieli,Production,9999-01-01
440010,King,Lamma,Development,9999-01-01
440026,Zorica,Kavanagh,Research,9999-01-01
440056,Moni,Stanfel,Production,9999-01-01
440072,Mingzeng,Schnelling,Development,9999-01-01
440074,Gritta,Ghemri,Research,9999-01-01
440076,Hailing,Schiettecatte,Production,9999-01-01
440083,Heeju,Szemeredi,Human Resources,9999-01-01
440086,Hideyuki,Dulli,Marketing,9999-01-01
440088,Serge,Denny,Sales,9999-01-01
440094,Bernice,Rabehasaina,Research,9999-01-01
440097,Alselm,Junot,Development,9999-01-01
440115,Atilio,Lalonde,Production,9999-01-01
440116,Shim,Seghrouchni,Quality Management,9999-01-01
440128,Nirmal,Constantine,Customer Service,9999-01-01
440136,Bowen,Jenevein,Marketing,9999-01-01
440136,Bowen,Jenevein,Sales,1991-06-14
440150,Luigi,Lorcy,Development,9999-01-01
440152,Kirk,Ertl,Finance,9999-01-01
440169,Munenori,Holburn,Sales,9999-01-01
440175,Babette,Demos,Development,9999-01-01
440180,Ashish,Jording,Production,9999-01-01
440189,Kiyomitsu,Falster,Development,9999-01-01
440200,Annemarie,Marrevee,Human Resources,9999-01-01
440205,Hideo,Hutter,Production,9999-01-01
440215,Keiichiro,Dredge,Production,9999-01-01
440218,Shigeo,Simmen,Sales,9999-01-01
440234,Venkatesan,Morrey,Production,9999-01-01
440236,Franziska,Caine,Development,9999-01-01
440247,Geoff,Ambroszkiewicz,Development,9999-01-01
440250,Valeri,Granlund,Production,9999-01-01
440255,Margareta,Schlenzig,Sales,9999-01-01
440259,Changho,Farris,Sales,2002-05-13
440259,Changho,Farris,Customer Service,9999-01-01
440264,Izaskun,Biran,Sales,9999-01-01
440275,Randi,Bernick,Customer Service,9999-01-01
440279,Gretta,Merlo,Finance,9999-01-01
440291,Masasuke,Fujisaki,Development,9999-01-01
440301,Sven,Lanzelotte,Development,9999-01-01
440305,Rosalie,Swab,Finance,9999-01-01
440307,Hailing,Tetzlaff,Development,9999-01-01
440314,Shin,Merlo,Production,9999-01-01
440314,Shin,Merlo,Development,1991-02-03
440319,Qunsheng,Brookman,Production,9999-01-01
440323,Ravishankar,Radwan,Sales,9999-01-01
440338,Neelam,Radwan,Customer Service,9999-01-01
440352,Tianruo,Ghalwash,Sales,9999-01-01
440361,Shahaf,Skrikant,Research,9999-01-01
440364,Xinan,Preusig,Production,9999-01-01
440365,Zhaofang,Gien,Production,9999-01-01
440366,Babette,Armand,Sales,9999-01-01
440373,Xiaopeng,Constantine,Production,9999-01-01
440376,Chikako,Vanwelkenhuysen,Production,9999-01-01
440380,Ashish,Magliocco,Development,1991-08-05
440380,Ashish,Magliocco,Research,9999-01-01
440383,Bezalel,Denny,Development,9999-01-01
440389,Khalil,Grandbois,Production,1995-07-20
440389,Khalil,Grandbois,Customer Service,9999-01-01
440400,Vasiliy,Karlin,Sales,9999-01-01
440402,Seongbin,Zeleznik,Development,9999-01-01
440407,Jixiang,Arlazarov,Human Resources,9999-01-01
440414,Kolar,Meriste,Production,9999-01-01
440423,Fumino,Marquardt,Development,9999-01-01
440437,Tonia,Milicia,Production,1994-11-15
440437,Tonia,Milicia,Quality Management,9999-01-01
440453,Elvis,Grandbois,Production,9999-01-01
440456,Valter,Tchuente,Quality Management,9999-01-01
440461,Bader,Stenning,Customer Service,9999-01-01
440507,Ramalingam,Yamaashi,Quality Management,9999-01-01
440520,Berna,Sidje,Production,9999-01-01
440523,Sanjai,Kuszyk,Customer Service,9999-01-01
440528,Mohd,Mondadori,Production,9999-01-01
440539,Nahum,Pettis,Production,9999-01-01
440541,Subbu,Goodrum,Development,9999-01-01
440548,Szabolcs,Eastman,Development,9999-01-01
440549,Dietrich,Eldridge,Development,9999-01-01
440551,Unal,Frolund,Production,9999-01-01
440560,Junichi,Mayerwieser,Sales,9999-01-01
440582,Elliott,Kawashima,Customer Service,9999-01-01
440587,Lijia,Flasterstein,Development,9999-01-01
440590,Nadjib,Baez,Production,1998-04-26
440590,Nadjib,Baez,Customer Service,9999-01-01
440598,Dmitry,Kawashima,Development,9999-01-01
440608,Kiyokazu,Kragelund,Sales,9999-01-01
440614,Naftali,McConalogue,Production,9999-01-01
440640,Xiaoqiang,Vieri,Sales,9999-01-01
440649,Leaf,Legleitner,Production,9999-01-01
440652,Nahum,Garnier,Development,9999-01-01
440667,Martina,Rissanen,Production,9999-01-01
440668,Tokuyasu,Plotkin,Production,2000-09-01
440668,Tokuyasu,Plotkin,Quality Management,9999-01-01
440681,Phillip,Schusler,Customer Service,9999-01-01
440689,Subhash,Maierhofer,Quality Management,9999-01-01
440699,Lucian,Rettelbach,Customer Service,9999-01-01
440704,Shigehiro,Bernatsky,Production,9999-01-01
440704,Shigehiro,Bernatsky,Customer Service,1996-08-13
440707,Xiaocheng,Dalphin,Human Resources,9999-01-01
440714,Duro,Rosay,Development,9999-01-01
440746,Anneli,Ramsay,Production,9999-01-01
440763,Siddarth,Heystek,Sales,9999-01-01
440767,Adly,Narahari,Production,2000-11-07
440767,Adly,Narahari,Quality Management,9999-01-01
440783,Heon,Hiraishi,Customer Service,9999-01-01
440788,Zita,Mawatari,Development,9999-01-01
440789,Izaskun,Roohalamini,Research,9999-01-01
440794,Emdad,Dalphin,Development,9999-01-01
440795,Malu,Hemaspaandra,Development,9999-01-01
440804,Fumiko,Harllee,Sales,9999-01-01
440812,Yechiam,Baer,Development,9999-01-01
440812,Yechiam,Baer,Quality Management,1990-10-05
440814,Uzi,Taneja,Marketing,9999-01-01
440821,Guoxiang,Veevers,Production,9999-01-01
440833,Etsuo,Siochi,Development,9999-01-01
440850,Utz,Langford,Quality Management,9999-01-01
440872,Vishwani,Nourani,Development,9999-01-01
440873,Baruch,Marletta,Finance,9999-01-01
440882,Sverrir,Kushnir,Production,9999-01-01
440901,Qiwen,Pintelas,Production,9999-01-01
440902,Satyanarayana,Ermel,Production,9999-01-01
440904,Eran,Vickson,Sales,9999-01-01
440931,Yinghua,Dratva,Sales,9999-01-01
440956,Herbert,Wossner,Customer Service,9999-01-01
440960,Moty,Zirintsis,Development,9999-01-01
440979,Dante,Rosay,Development,9999-01-01
440989,Maia,Cincotta,Development,9999-01-01
440996,Xuejia,Rouquie,Production,9999-01-01
441008,Dines,Weiland,Production,9999-01-01
441028,Bernd,Krychniak,Development,9999-01-01
441029,Mooi,Schnabel,Customer Service,9999-01-01
441052,Martien,Menhardt,Research,9999-01-01
441059,Perla,Borstler,Development,9999-01-01
441061,Ramalingam,Klyachko,Sales,9999-01-01
441086,Jaideep,Anger,Production,9999-01-01
441091,Muneo,Ghelli,Production,9999-01-01
441092,Raimond,Peres,Development,9999-01-01
441100,Peternela,Litvinov,Production,1999-10-30
441100,Peternela,Litvinov,Quality Management,9999-01-01
441103,Hongzhu,Norsworthy,Development,9999-01-01
441104,Adit,Krzyzanowski,Production,9999-01-01
441105,Amabile,Picci,Sales,9999-01-01
441106,Hilari,Rohrbach,Production,9999-01-01
441117,Xiahua,Mondadori,Development,9999-01-01
441118,Shridhar,Juneja,Production,9999-01-01
441131,Mandell,Covnot,Production,9999-01-01
441132,Claude,Jansen,Development,9999-01-01
441134,Insup,Bennet,Finance,9999-01-01
441137,Sanjit,Rajala,Production,1991-08-26
441137,Sanjit,Rajala,Customer Service,9999-01-01
441144,Muneo,Bolsens,Development,9999-01-01
441154,Lansing,Syang,Production,9999-01-01
441157,Barna,Tiemann,Customer Service,9999-01-01
441163,Shunichi,Turnbull,Human Resources,9999-01-01
441179,Tommaso,Sgarro,Sales,9999-01-01
441182,Mayumi,Benantar,Development,9999-01-01
441188,Kwee,Zaumen,Development,9999-01-01
441190,Yuuichi,Dulay,Development,9999-01-01
441208,Nitsan,Murrill,Development,9999-01-01
441228,Kazuhiko,Winter,Sales,9999-01-01
441229,Nobuyoshi,Rosis,Marketing,9999-01-01
441240,Shounak,Nicolson,Development,9999-01-01
441263,Vivian,Coullard,Research,9999-01-01
441264,Chenye,Chinal,Production,1997-06-28
441264,Chenye,Chinal,Quality Management,9999-01-01
441267,Zita,Hebden,Human Resources,9999-01-01
441269,Arne,Hempstead,Customer Service,9999-01-01
441271,Mads,Esposito,Production,9999-01-01
441278,Chandrasekaran,Wallrath,Production,9999-01-01
441308,Sastry,Sankaranarayanan,Human Resources,9999-01-01
441309,Arco,Trystram,Production,9999-01-01
441332,Sverrir,Bruckman,Production,9999-01-01
441333,Horward,Randi,Development,9999-01-01
441343,Yuping,Jiang,Production,9999-01-01
441349,Oscar,Merlo,Sales,9999-01-01
441352,Christoper,Menyhert,Marketing,9999-01-01
441352,Christoper,Menyhert,Sales,1991-01-10
441364,Weidon,Kilgore,Research,9999-01-01
441371,Vidya,Leppanen,Sales,9999-01-01
441388,Sham,Kroft,Finance,1992-08-25
441388,Sham,Kroft,Human Resources,9999-01-01
441398,Chiradeep,Eiter,Human Resources,9999-01-01
441407,Atreyi,Roohalamini,Development,9999-01-01
441425,Niteen,Famili,Development,9999-01-01
441429,Ewing,Akaboshi,Marketing,9999-01-01
441449,Kiyokazu,Lally,Production,9999-01-01
441451,Fabrizio,Marletta,Development,9999-01-01
441459,Rosine,Schauser,Development,1992-04-16
441459,Rosine,Schauser,Research,9999-01-01
441461,Mang,Nations,Production,9999-01-01
441477,Kerryn,Sevcikova,Sales,9999-01-01
441478,Mats,Camarinopoulos,Development,9999-01-01
441487,Przemyslawa,Dulli,Development,9999-01-01
441493,Ger,Menhardt,Quality Management,9999-01-01
441495,Marie,Feldmann,Development,9999-01-01
441506,Kwun,Underwood,Production,9999-01-01
441515,Fox,Hasenauer,Quality Management,9999-01-01
441516,Sanjai,Nitsch,Development,1998-03-07
441516,Sanjai,Nitsch,Research,9999-01-01
441520,Shounak,Suermann,Research,9999-01-01
441529,Kazuhiko,Tasistro,Production,9999-01-01
441531,Heekeun,Chandrasekhar,Production,9999-01-01
441582,Munehiko,Schauser,Production,9999-01-01
441598,Jingling,Siepmann,Sales,9999-01-01
441609,Martins,Swiss,Development,9999-01-01
441628,Lubomir,Bazelow,Sales,9999-01-01
441666,Mohammed,Jullig,Human Resources,9999-01-01
441668,Huiqun,Crelier,Development,9999-01-01
441669,Raimond,Chimia,Sales,9999-01-01
441672,Inderjeet,Rabehasaina,Sales,9999-01-01
441674,Jiong,Heusch,Human Resources,9999-01-01
441688,Jayesh,Schwaller,Sales,9999-01-01
441691,Uri,Oehlmann,Customer Service,9999-01-01
441698,Reinhard,Halloran,Development,9999-01-01
441723,Houman,Granlund,Production,9999-01-01
441737,Sverrir,Coombs,Production,1992-09-10
441737,Sverrir,Coombs,Quality Management,9999-01-01
441762,Mircea,Delaune,Sales,9999-01-01
441773,Shigenori,Cesareni,Sales,9999-01-01
441784,Vasilii,Peroz,Development,9999-01-01
441826,Leandro,Einsfeld,Sales,1996-10-16
441826,Leandro,Einsfeld,Customer Service,9999-01-01
441839,Froduald,Christ,Sales,9999-01-01
